"","Rk","Season","Conf","W","L","W-L%","SRS","SOS","PFPG","PAPG","AP Pre","AP High","AP Final","NCAA Tournament","Coach(es)","team_name","missing"
"12108","65","1954","Ind","26","2",".929","15.65","2.70","83.2","64.5","","3","3","","Buster Sheary (26-2)","holy-cross",FALSE
"12109","66","1953","Ind","20","6",".769","7.27","-1.53","78.9","67.6","","4","13","Lost Regional Final (Final Four)","Buster Sheary (20-6)","holy-cross",FALSE
"12110","67","1952","Ind","24","4",".857","7.87","-2.08","75.1","61.0","","11","13","","Buster Sheary (24-4)","holy-cross",FALSE
"12111","68","1951","Ind","20","5",".800","7.93","-2.12","","","","","","","Buster Sheary (20-5)","holy-cross",FALSE
"12112","69","1950","Ind","27","4",".871","14.58","0.20","72.6","55.5","","1","4","Lost Regional Semifinal","Buster Sheary (27-4)","holy-cross",FALSE
"12113","70","1949","Ind","19","8",".704","","","63.1","53.3","","14","","","Buster Sheary (19-8)","holy-cross",FALSE
"12114","71","1948","Ind","26","4",".867","","","66.8","47.1","","","","Lost Regional Final (Final Four)","Doggie Julian (26-4)","holy-cross",FALSE
"12115","72","1947","Ind","27","3",".900","","","","","","","","Won National Final","Doggie Julian (27-3)","holy-cross",FALSE
"12116","73","1946","Ind","12","3",".800","","","","","","","","","Doggie Julian (12-3)","holy-cross",FALSE
"12117","74","1945","Ind","4","9",".308","","","","","","","","","Hop Riopel (4-9)","holy-cross",FALSE
"12118","75","1944","Ind","6","8",".429","","","","","","","","","Hop Riopel (6-8)","holy-cross",FALSE
"12119","76","1943","Ind","1","5",".167","","","","","","","","","Hop Riopel (1-5)","holy-cross",FALSE
"12120","77","1942","Ind","5","4",".556","","","","","","","","","Moose Krause (5-4)","holy-cross",FALSE
"12121","78","1941","Ind","4","7",".364","","","","","","","","","Moose Krause (4-7)","holy-cross",FALSE
"12122","79","1940","Ind","2","3",".400","","","","","","","","","Moose Krause (2-3)","holy-cross",FALSE
"12123","80","1931","Ind","10","6",".625","","","","","","","","","John Reed (10-6)","holy-cross",FALSE
"12124","81","1930","Ind","12","7",".632","","","","","","","","","John Reed (12-7)","holy-cross",FALSE
"12125","82","1929","Ind","10","7",".588","","","","","","","","","John Reed (10-7)","holy-cross",FALSE
"12126","83","1928","Ind","13","6",".684","","","","","","","","","John Reed (13-6)","holy-cross",FALSE
"12127","84","1927","Ind","7","6",".538","","","","","","","","","John Reed (7-6)","holy-cross",FALSE
"12128","85","1926","Ind","8","9",".471","","","","","","","","","John Reed (8-9)","holy-cross",FALSE
"12129","86","1925","Ind","10","5",".667","","","","","","","","","Ken Simendinger (10-5)","holy-cross",FALSE
"12130","87","1924","Ind","5","9",".357","","","","","","","","","William Casey (5-9)","holy-cross",FALSE
"12131","88","1923","Ind","7","13",".350","","","","","","","","","William Casey (7-13)","holy-cross",FALSE
"12132","89","1922","Ind","14","3",".824","","","","","","","","","William Casey (14-3)","holy-cross",FALSE
"12133","90","1921","Ind","2","0","1.000","","","","","","","","","William Casey (2-0)","holy-cross",FALSE
"12134","91","1909","Ind","4","8",".333","","","","","","","","","Fred Powers (4-8)","holy-cross",FALSE
"12135","92","1908","Ind","12","6",".667","","","","","","","","","Fred Powers (12-6)","holy-cross",FALSE
"12136","93","1906","Ind","12","3",".800","","","","","","","","","Fred Powers (12-3)","holy-cross",FALSE
"12137","94","1905","Ind","6","4",".600","","","","","","","","","Fred Powers (6-4)","holy-cross",FALSE
"12138","95","1904","Ind","10","2",".833","","","","","","","","","Fred Powers (10-2)","holy-cross",FALSE
"12139","96","1903","Ind","6","5",".545","","","","","","","","","Fred Powers (6-5)","holy-cross",FALSE
"12140","97","1902","Ind","4","5",".444","","","","","","","","","Fred Powers (4-5)","holy-cross",FALSE
"12141","98","1901","Ind","6","6",".500","","","","","","","","","","holy-cross",FALSE
"12142","1","2018","MVC","11","8",".579","-0.24","-0.79","77.5","74.5","","","","","Niko Medved (11-8)","drake",FALSE
"12143","2","2017","MVC","7","24",".226","-4.71","1.91","71.2","77.1","","","","","Jeff Rutter (6-17), Ray Giacoletti (1-7)","drake",FALSE
"12144","3","2016","MVC","7","24",".226","-5.15","0.92","67.5","71.9","","","","","Ray Giacoletti (7-24)","drake",FALSE
"12145","4","2015","MVC","9","22",".290","-6.04","2.22","59.5","66.8","","","","","Ray Giacoletti (9-22)","drake",FALSE
"12146","5","2014","MVC","15","16",".484","-0.77","1.03","68.3","68.2","","","","","Ray Giacoletti (15-16)","drake",FALSE
"12147","6","2013","MVC","15","17",".469","3.43","5.14","71.8","72.5","","","","","Edward Phelps (15-17)","drake",FALSE
"12148","7","2012","MVC","18","16",".529","2.44","2.96","67.0","66.8","","","","","Edward Phelps (18-16)","drake",FALSE
"12149","8","2011","MVC","13","18",".419","-2.56","0.76","64.4","67.7","","","","","Edward Phelps (13-18)","drake",FALSE
"12150","9","2010","MVC","14","19",".424","0.54","3.34","66.6","68.5","","","","","Edward Phelps (14-19)","drake",FALSE
"12151","10","2009","MVC","17","16",".515","1.32","1.41","64.5","62.5","","","","","Edward Phelps (17-16)","drake",FALSE
"12152","11","2008","MVC","28","5",".848","14.08","4.15","73.9","62.1","","14","14","Lost First Round","Keno Davis (28-5)","drake",FALSE
"12153","12","2007","MVC","17","15",".531","3.64","4.58","74.9","74.2","","","","","Tom Davis (17-15)","drake",FALSE
"12154","13","2006","MVC","12","19",".387","2.45","5.48","69.0","68.8","","","","","Tom Davis (12-19)","drake",FALSE
"12155","14","2005","MVC","13","16",".448","2.26","4.57","69.3","71.6","","","","","Tom Davis (13-16)","drake",FALSE
"12156","15","2004","MVC","12","16",".429","-0.07","2.15","69.9","71.5","","","","","Tom Davis (12-16)","drake",FALSE
"12157","16","2003","MVC","10","20",".333","-4.28","1.47","67.2","70.2","","","","","Kurt Kanaskie (10-20)","drake",FALSE
"12158","17","2002","MVC","14","15",".483","-2.16","-0.54","69.2","70.8","","","","","Kurt Kanaskie (14-15)","drake",FALSE
"12159","18","2001","MVC","12","16",".429","0.83","-0.21","70.2","69.1","","","","","Kurt Kanaskie (12-16)","drake",FALSE
"12160","19","2000","MVC","11","18",".379","-0.81","0.71","62.2","63.6","","","","","Kurt Kanaskie (11-18)","drake",FALSE
"12161","20","1999","MVC","10","17",".370","-1.89","5.22","65.1","70.9","","","","","Kurt Kanaskie (10-17)","drake",FALSE
"12162","21","1998","MVC","3","24",".111","-14.07","1.59","61.0","75.3","","","","","Kurt Kanaskie (3-24)","drake",FALSE
"12163","22","1997","MVC","2","26",".071","-6.17","4.65","62.5","73.4","","","","","Kurt Kanaskie (2-26)","drake",FALSE
"12164","23","1996","MVC","12","15",".444","-0.74","2.74","69.5","73.0","","","","","Rudy Washington (12-15)","drake",FALSE
"12165","24","1995","MVC","12","15",".444","-1.15","3.08","72.9","77.1","","","","","Rudy Washington (12-15)","drake",FALSE
"12166","25","1994","MVC","11","16",".407","-2.20","0.49","77.1","78.7","","","","","Rudy Washington (11-16)","drake",FALSE
"12167","26","1993","MVC","14","14",".500","0.89","2.33","73.8","74.5","","","","","Rudy Washington (14-14)","drake",FALSE
"12168","27","1992","MVC","6","21",".222","-7.04","0.31","59.3","65.7","","","","","Rudy Washington (6-21)","drake",FALSE
"12169","28","1991","MVC","8","21",".276","-7.41","1.49","71.5","80.4","","","","","Rudy Washington (8-21)","drake",FALSE
"12170","29","1990","MVC","13","18",".419","-1.13","0.42","72.5","74.0","","","","","Eddie Fields (2-6), Tom Abatemarco (11-12)","drake",FALSE
"12171","30","1989","MVC","12","17",".414","0.15","1.42","69.1","70.4","","","","","Tom Abatemarco (12-17)","drake",FALSE
"12172","31","1988","MVC","14","14",".500","2.21","0.76","73.6","71.0","","","","","Gary Garner (14-14)","drake",FALSE
"12173","32","1987","MVC","17","14",".548","4.77","2.98","66.6","63.5","","","","","Gary Garner (17-14)","drake",FALSE
"12174","33","1986","MVC","19","11",".633","3.35","3.09","66.1","63.8","","","","","Gary Garner (19-11)","drake",FALSE
"12175","34","1985","MVC","12","15",".444","-0.59","2.66","66.3","67.6","","","","","Gary Garner (12-15)","drake",FALSE
"12176","35","1984","MVC","8","20",".286","-6.45","2.66","64.9","72.2","","","","","Gary Garner (8-20)","drake",FALSE
"12177","36","1983","MVC","13","15",".464","3.05","1.89","64.6","62.3","","","","","Gary Garner (13-15)","drake",FALSE
"12178","37","1982","MVC","12","15",".444","0.84","4.38","57.7","59.5","","","","","Gary Garner (12-15)","drake",FALSE
"12179","38","1981","MVC","18","11",".621","6.92","5.62","82.2","77.7","","","","","Bob Ortegel (18-11)","drake",FALSE
"12180","39","1980","MVC","15","12",".556","3.91","2.82","88.8","83.8","","","","","Bob Ortegel (15-12)","drake",FALSE
"12181","40","1979","MVC","15","12",".556","0.59","3.68","81.9","81.6","","","","","Bob Ortegel (15-12)","drake",FALSE
"12182","41","1978","MVC","6","22",".214","-2.08","3.07","76.7","80.2","","","","","Bob Ortegel (6-22)","drake",FALSE
"12183","42","1977","MVC","10","17",".370","1.75","2.90","76.8","76.2","","","","","Bob Ortegel (10-17)","drake",FALSE
"12184","43","1976","MVC","8","19",".296","-3.23","4.32","79.3","84.0","","","","","Bob Ortegel (8-19)","drake",FALSE
"12185","44","1975","MVC","19","10",".655","7.96","4.78","81.0","76.0","","14","16","","Bob Ortegel (19-10)","drake",FALSE
"12186","45","1974","MVC","13","13",".500","0.65","2.52","73.4","72.4","","","","","Howard Stacey (13-13)","drake",FALSE
"12187","46","1973","MVC","14","12",".538","6.69","4.04","81.7","74.9","","","","","Howard Stacey (14-12)","drake",FALSE
"12188","47","1972","MVC","7","19",".269","-1.02","4.85","77.1","79.5","","","","","Howard Stacey (7-19)","drake",FALSE
"12189","48","1971","MVC","21","8",".724","8.76","2.91","83.6","73.7","10","7","18","Lost Regional Final","Maury John (21-8)","drake",FALSE
"12190","49","1970","MVC","22","7",".759","7.09","3.40","83.4","78.1","19","11","14","Lost Regional Final","Maury John (22-7)","drake",FALSE
"12191","50","1969","MVC","26","5",".839","14.65","4.25","87.1","71.5","","11","11","Lost National Semifinal","Maury John (26-5)","drake",FALSE
"12192","51","1968","MVC","18","8",".692","8.92","3.97","80.8","72.7","","","","","Maury John (18-8)","drake",FALSE
"12193","52","1967","MVC","9","16",".360","1.76","6.02","70.0","72.4","","","","","Maury John (9-16)","drake",FALSE
"12194","53","1966","MVC","13","12",".520","4.01","4.92","67.1","65.6","","","","","Maury John (13-12)","drake",FALSE
"12195","54","1965","MVC","15","10",".600","7.46","5.02","69.5","65.4","","","","","Maury John (15-10)","drake",FALSE
"12196","55","1964","MVC","21","7",".750","11.00","5.20","68.5","61.8","","10","","","Maury John (21-7)","drake",FALSE
"12197","56","1963","MVC","11","14",".440","5.71","5.48","69.2","65.6","","","","","Maury John (11-14)","drake",FALSE
"12198","57","1962","MVC","16","8",".667","7.64","5.85","74.6","65.0","","","","","Maury John (16-8)","drake",FALSE
"12199","58","1961","MVC","19","7",".731","7.46","4.55","82.5","71.6","","14","","","Maury John (19-7)","drake",FALSE
"12200","59","1960","MVC","11","14",".440","2.24","6.33","64.5","65.2","","","","","Maury John (11-14)","drake",FALSE
"12201","60","1959","MVC","9","15",".375","-3.70","5.20","64.1","69.5","","","","","Maury John (9-15)","drake",FALSE
"12202","61","1958","MVC","13","12",".520","3.18","3.99","68.2","69.2","","","","","John Benington (13-12)","drake",FALSE
"12203","62","1957","MVC","8","16",".333","-5.47","4.64","70.8","76.3","","","","","John Benington (8-16)","drake",FALSE
"12204","63","1956","Ind","10","14",".417","0.29","5.53","73.2","76.5","","","","","Jack McClelland (10-14)","drake",FALSE
"12205","64","1955","Ind","9","12",".429","-3.61","1.21","76.7","77.7","","","","","Jack McClelland (9-12)","drake",FALSE
"12206","65","1954","Ind","7","16",".304","-8.21","1.84","66.9","75.0","","","","","Jack McClelland (7-16)","drake",FALSE
"12207","66","1953","Ind","13","12",".520","3.76","1.89","70.3","67.8","","","","","Jack McClelland (13-12)","drake",FALSE
"12208","67","1952","Ind","13","12",".520","5.00","2.14","60.0","58.6","","","","","Jack McClelland (13-12)","drake",FALSE
"12209","68","1951","MVC","11","14",".440","-1.85","1.35","60.1","59.8","","","","","Jack McClelland (11-14)","drake",FALSE
"12210","69","1950","MVC","14","12",".538","-3.79","1.53","58.3","60.0","","","","","Jack McClelland (14-12)","drake",FALSE
"12211","70","1949","MVC","13","13",".500","","","52.6","52.2","","","","","Jack McClelland (13-13)","drake",FALSE
"12212","71","1948","MVC","14","12",".538","","","48.8","50.3","","","","","Forddy Anderson (14-12)","drake",FALSE
"12213","72","1947","MVC","18","11",".621","","","","","","","","","Forddy Anderson (18-11)","drake",FALSE
"12214","73","1946","MVC","11","15",".423","","","","","","","","","Vee Green (11-15)","drake",FALSE
"12215","74","1945","MVC","11","13",".458","","","","","","","","","Vee Green (11-13)","drake",FALSE
"12216","75","1944","MVC","7","13",".350","","","","","","","","","Bill Easton (7-13)","drake",FALSE
"12217","76","1943","MVC","8","9",".471","","","","","","","","","Bill Williams (8-9)","drake",FALSE
"12218","77","1942","MVC","2","13",".133","","","","","","","","","Bill Williams (2-13)","drake",FALSE
"12219","78","1941","MVC","9","11",".450","","","","","","","","","Bill Williams (9-11)","drake",FALSE
"12220","79","1940","MVC","13","12",".520","","","","","","","","","Bill Williams (13-12)","drake",FALSE
"12221","80","1939","MVC","14","7",".667","","","","","","","","","Bill Williams (14-7)","drake",FALSE
"12222","81","1938","MVC","14","6",".700","","","","","","","","","Bill Williams (14-6)","drake",FALSE
"12223","82","1937","MVC","13","10",".565","","","","","","","","","Bill Williams (13-10)","drake",FALSE
"12224","83","1936","MVC","16","12",".571","","","","","","","","","Bill Williams (16-12)","drake",FALSE
"12225","84","1935","MVC","14","11",".560","","","","","","","","","Bill Williams (14-11)","drake",FALSE
"12226","85","1934","MVC","6","12",".333","","","","","","","","","Bill Williams (6-12)","drake",FALSE
"12227","86","1933","MVC","4","12",".250","","","","","","","","","Bill Williams (4-12)","drake",FALSE
"12228","87","1932","MVC","2","17",".105","","","","","","","","","Bill Boelter (2-17)","drake",FALSE
"12229","88","1931","MVC","4","15",".211","","","","","","","","","Bill Boelter (4-15)","drake",FALSE
"12230","89","1930","MVC","10","9",".526","","","","","","","","","Bill Boelter (10-9)","drake",FALSE
"12231","90","1929","MVC","6","13",".316","","","","","","","","","Bill Boelter (6-13)","drake",FALSE
"12232","91","1928","MVC","7","13",".350","","","","","","","","","Bill Boelter (7-13)","drake",FALSE
"12233","92","1927","MVC","8","10",".444","","","","","","","","","Bill Boelter (8-10)","drake",FALSE
"12234","93","1926","MVC","9","9",".500","","","","","","","","","Bill Boelter (9-9)","drake",FALSE
"12235","94","1925","MVC","4","12",".250","","","","","","","","","Ossie Solem (4-12)","drake",FALSE
"12236","95","1924","MVC","9","9",".500","","","","","","","","","Ossie Solem (9-9)","drake",FALSE
"12237","96","1923","MVC","10","6",".625","","","","","","","","","Ossie Solem (10-6)","drake",FALSE
"12238","97","1922","MVC","14","4",".778","","","","","","","","","Ossie Solem (14-4)","drake",FALSE
"12239","98","1921","MVC","10","8",".556","","","","","","","","","Mark Banks (10-8)","drake",FALSE
"12240","99","1920","MVC","12","11",".522","","","","","","","","","Mark Banks (12-11)","drake",FALSE
"12241","100","1919","MVC","10","18",".357","","","","","","","","","Mark Banks (10-18)","drake",FALSE
"12242","101","1918","MVC","2","17",".105","","","","","","","","","S.W. Hobbs (2-17)","drake",FALSE
"12243","102","1917","MVC","5","7",".417","","","","","","","","","Ralph Glaze (5-7)","drake",FALSE
"12244","103","1916","MVC","3","9",".250","","","","","","","","","Ray Whisman (3-9)","drake",FALSE
"12245","104","1915","MVC","5","6",".455","","","","","","","","","Ray Whisman (5-6)","drake",FALSE
"12246","105","1914","MVC","1","9",".100","","","","","","","","","John Griffin (1-9)","drake",FALSE
"12247","106","1913","MVC","1","5",".167","","","","","","","","","John Griffin (1-5)","drake",FALSE
"12248","107","1912","MVC","1","8",".111","","","","","","","","","A.R. Hackett (1-8)","drake",FALSE
"12249","108","1911","MVC","0","6",".000","","","","","","","","","A.R. Hackett (0-6)","drake",FALSE
"12250","109","1910","MVC","0","10",".000","","","","","","","","","John Griffin (0-10)","drake",FALSE
"12251","110","1909","MVC","3","7",".300","","","","","","","","","Charles Pell (3-7)","drake",FALSE
"12252","111","1908","MVC","1","4",".200","","","","","","","","","Charles Pell (1-4)","drake",FALSE
"12253","112","1907","Ind","2","1",".667","","","","","","","","","Charles Pell (2-1)","drake",FALSE
"12254","1","2018","AAC","14","3",".824","13.39","0.04","80.1","66.7","","","","","Kelvin Sampson (14-3)","houston",FALSE
"12255","2","2017","AAC","21","11",".656","12.20","3.42","73.7","64.9","","","","","Kelvin Sampson (21-11)","houston",FALSE
"12256","3","2016","AAC","22","10",".688","10.30","2.17","77.4","69.3","","","","","Kelvin Sampson (22-10)","houston",FALSE
"12257","4","2015","AAC","13","19",".406","-2.06","-0.91","64.4","65.5","","","","","Kelvin Sampson (13-19)","houston",FALSE
"12258","5","2014","AAC","17","16",".515","2.68","4.62","71.1","73.0","","","","","James Dickey (17-16)","houston",FALSE
"12259","6","2013","CUSA","20","13",".606","-0.30","-3.77","78.1","73.3","","","","","James Dickey (20-13)","houston",FALSE
"12260","7","2012","CUSA","15","15",".500","0.04","0.21","71.7","71.6","","","","","James Dickey (15-15)","houston",FALSE
"12261","8","2011","CUSA","12","18",".400","-2.71","0.55","68.7","69.7","","","","","James Dickey (12-18)","houston",FALSE
"12262","9","2010","CUSA","19","16",".543","6.74","3.48","78.6","75.0","","","","Lost First Round","Thomas Penders (19-16)","houston",FALSE
"12263","10","2009","CUSA","21","12",".636","8.26","1.29","75.8","68.5","","","","","Thomas Penders (21-12)","houston",FALSE
